BookId,Title,Description,Author,Publisher
f8bfff66-4d2c-4677-a14c-a0e46f630e21,Lady Terminator (Pembalasan ratu pantai selatan),"Excision of Right Lower Lung Lobe, Perc Endo Approach, Diagn",Yalonda Freak,Mynte
397ac5fb-78c2-4afd-9615-2bedff5236e1,Crooked Arrows,"Repair Right Inguinal Region, Percutaneous Approach",Kassie Whiskerd,Trupe
82c1da7d-f155-4ec8-9959-93b78a1ff941,Tammy,"Fluoroscopy of L Jugular Vein using Oth Contrast, Guidance",Yanaton Hannibal,Photojam
f975f449-f654-4932-a7b4-90926fe8cc18,Lay the Favorite,Removal of Brace on Left Lower Arm,Jehanna MacCumiskey,Kanoodle
7b0e0912-80bf-4082-93e6-c736006adf73,Wild Is the Wind,"Removal of Autol Sub from R Tarsal, Perc Approach",Leoline Bradshaw,Browsezoom
348ab688-a21c-406d-b731-81d5d4ea8d40,"Last Minute, The","Removal of Infusion Dev from Spinal Canal, Extern Approach",Blanch Praton,Devpulse
31dded75-41de-46d2-b07f-b0d58a947886,The Flower in His Mouth,"Removal of Synth Sub from Spinal Cord, Perc Endo Approach",Berty Gummow,Tanoodle
648a3af7-d59d-4129-8bee-b09b68ad28f8,Lord Love a Duck,"Bypass Middle Esophagus to Jejunum, Perc Endo Approach",Nappie Davidavidovics,Fanoodle
36e1bea9-287f-473f-b1da-04b49ed5a13f,Rebels of the Neon God (Qing shao nian nuo zha),"Extirpate matter from L Low Arm & Wrist Muscle, Open",Ferdinande Cleare,Oozz
deae068d-86c3-464a-bf40-49fe28d2a515,"Education of Mohammad Hussein, The","Excision of Olfactory Nerve, Percutaneous Approach",Haven Leppard,Npath
c4b8b908-5ccc-46eb-8d79-20a5857b1f86,Pekka ja Pätkä puistotäteinä,"Release Left Thyroid Artery, Open Approach",Iver Witherow,Oyope
b40f408f-a4a9-4b7e-b8c8-f60b7c5a7912,"Dead Girl, The","Drainage of Skull, Open Approach",Bobbie Nowaczyk,Centizu
da8c165f-11d4-4a78-9952-09f9ac7fc61b,Dead or Alive: Hanzaisha,"Division of Back Subcu/Fascia, Open Approach",Urbano Oldcroft,Eare
1d179bd9-1bf0-4007-8185-6c643ca64456,3 Blind Mice,"Bypass L Int Iliac Art to L Int Ilia, Open Approach",Nissie Birtchnell,Youspan
0e95d171-1656-4f1b-bd3f-c54d0ac3b0e4,Fools' Parade,"Insert Monopln Ext Fix in L Humeral Shaft, Perc Endo",Gus Schops,Zoomdog
79ad0ba5-10eb-47e5-83ec-3b0a4b96ba3e,Baby Boom,"Revision of Monitoring Device in Diaphragm, Perc Approach",Debra McGaraghan,Riffpedia
9f04f42a-b46c-4f77-b79a-d8fe479b8238,Carousel,"Insert Ext Fix in R Metatarsotars Jt, Perc Endo",Carroll Czajkowska,Brainlounge
17d7afd1-6572-4113-ab48-df2d709f684d,Nothing to Lose,CT Scan of B Tracheobronc Tree using H Osm Contrast,Brandyn Stockley,Roomm
e996d4a5-b7be-4c08-879c-502fbc1d2e3b,Enemies: A Love Story,Beam Radiation of Pelvis Lymphatics using Neutron Capture,Ursola Spurgin,Ozu
8b09c843-db7a-44c3-b0fb-bb4d313daae7,"Greatest Story Ever Told, The","Revision of Nonaut Sub in R Fibula, Extern Approach",Gawain Molan,Jabbertype
567ea5c8-a0ca-46a6-94a4-a715e8f854e1,"Singing Detective, The","Drainage of Left Kidney, Endo",Katerina McCullum,Voomm
120b0a05-ba63-4a86-840e-bf985126ab62,Dynamite,"Release Left Zygomatic Bone, Percutaneous Approach",Cornela Colwill,Tazz
6430dda4-5f73-43e6-8c74-6f351375f0ed,The Voice of the Moon,"Dilate of R Ventricle with Intralum Dev, Perc Endo Approach",Zsa zsa Roycraft,Bubblemix
5d999f3d-2d6c-4989-8cb4-254dbafd2339,"Quest, The","Excision of Right Maxilla, Open Approach, Diagnostic",Collie Norris,Thoughtsphere
e9d68bf1-569a-4c47-b255-88c05839a3a1,Carlito's Way: Rise to Power (Carlito's Way 2: Rise to Power),"Occlusion of Duodenum with Intraluminal Device, Endo",Gray McNellis,Gevee
78122975-b45e-48ec-820b-b4579077280d,Beer Wars,"Revision of Nonaut Sub in Up Tendon, Perc Approach",Upton Grube,Wikizz
3157b10d-b91e-48ad-9b33-ccfaf259c79f,Triangle,"Repair Left Lower Arm, External Approach",Hendrick Asbery,Voonder
2dc7a069-6369-4fa7-a9e0-9c3182135734,Crossfire Hurricane,"Bypass Gallbladder to CBD with Intralum Dev, Open Approach",Vivie Guillart,Tagchat
3647cabc-cae6-4460-ae31-a492b21674f1,Little Darlings,Select Picture Audiometry Assessment using Audiometer,Sharl Thomassen,Bubblebox
92f0e312-dfe3-4241-82a9-496bfcf5b896,Deception,"Bypass Bi Ureter to Cutan with Nonaut Sub, Open Approach",Laurence Van der Linde,Brainlounge
72b27794-8e71-4e39-864e-4ba1940b2bde,Wonder Bar,Fluency Treatment,Berk Palfree,Roomm
8be3abe4-bf62-47c3-b4bc-494f17aa1719,Starry starry night (Xing kong),"Dilation of R Radial Art with Intralum Dev, Perc Approach",Adaline Billison,Abata
727f369a-3f03-44d0-a728-07e2eb89ee19,Which Way to the Front?,"Drainage of L Great Saphenous, Perc Endo Approach, Diagn",Kristos Tommeo,Edgewire
4654144e-2793-4297-b6de-934b07ce2e95,Paheli,"Dilation of R Ext Carotid with 2 Drug-elut, Open Approach",Madlen Riglesford,Skinix
fbffbb94-84d0-4435-ad31-4fe1fa1a3de3,I Am Michael,"Release Ventricular Septum, Percutaneous Approach",Jeffry Berthelmot,Feedspan
5b0d884c-c222-4859-9249-217ed58d54c3,Videodrome,"Excision of Cervix, Open Approach",Beth Stove,Realcube
7bafff5e-c2e1-41c7-8a7a-f419dbf9572a,Interkosmos,"Change Other Device in Omentum, External Approach",Arel Alanbrooke,Linklinks
cc4692d6-98cf-4f70-861a-3f6343a03af4,House of Dracula,"Extirpation of Matter from L Axilla Lymph, Open Approach",Caz Fipp,Jamia
1e3a988b-664b-4481-a6eb-9a3f824e2782,I Am Number Four,"Revision of Monitoring Device in Pancreatic Duct, Endo",Buck Seeds,Ozu
406fa166-b888-4b2b-a2f5-d7669e0a2678,Red Planet,"Reattachment of Left Trunk Muscle, Perc Endo Approach",Avis Jansens,Bluezoom
c07eb0bf-78b3-4417-a273-5e33b2a80cc6,Lonesome Dove,"Bypass R Brach Art to R Up Arm Art w Nonaut Sub, Open",Diane Marshland,Tazz
3b9e11e3-4649-439d-8f5b-1fedfe051caa,Simon Birch,CT Scan of Intracran Art using Oth Contrast,Heloise Calver,Agimba
51f012d6-096d-45fd-b59e-bc6fd095db54,True Grit,"Drainage of Right Parietal Bone, Perc Approach, Diagn",Deina Argente,Skaboo
b2173113-4fc0-4bba-8e4a-b42985035b99,Fifty-Fifty (a.k.a. Schizo) (Shiza),"Dilate R Colic Art, Bifurc, w 4+ Intralum Dev, Perc",Catlaina Sommerland,Skalith
6379ca33-a598-428d-857e-5322e8eaf10a,The Interview,"Resection of Left Occipital Bone, Open Approach",Ibbie Plet,Midel
e04a86ec-011d-49bf-b0fb-9f3077c38232,Notre jour viendra,"Dilation of Left Hypogastric Vein, Perc Endo Approach",Tristan Greger,Yodoo
6cfefcd7-fcd5-4584-b765-7adcaec76592,a/k/a Tommy Chong,"Insert of Infusion Dev into Gastric Art, Perc Endo Approach",Stanwood Sooper,Livetube
7ca6bfc9-61b8-405e-83fa-21dbc2b3cf79,Escobar: Paradise Lost,Beam Radiation of Pancreas using Neutrons,Olwen Hinnerk,Kare
a1fd4d85-a425-4c43-8a56-44852e48c6fc,"Misérables, Les","Removal of Infusion Dev from Thoracic Duct, Extern Approach",Lu Piggin,Riffpath
be1944be-1750-4dcc-b77f-86324be1d39b,Vesna va veloce,"Reposition Gallbladder, Open Approach",Cassaundra Emeney,Blogspan
0f330e09-125d-4f34-8fd1-af35500a45d6,She Done Him Wrong,"Repair Cecum, Percutaneous Approach",Erie Scarman,Linkbridge
9b54864a-1acc-42ca-bcb3-4829b25fe481,Icon,HDR Brachytherapy of Spleen using Cesium 137,Daile Beahan,Flipbug
493cb971-8931-42b8-8bf3-0a3bee2a7fcb,"Corporation, The","Dilate Mid Colic Art w 4+ Intralum Dev, Perc Endo",Harley Benech,Tazz
7ae778d1-e3de-4cf7-b14d-2710390cce14,Lollilove,"Removal of Feeding Device from Upper Intestinal Tract, Endo",Matthus Rebbeck,Devpulse
3bd0c311-33ea-4cb2-b582-c956bee3877f,Peas at 5:30 (Erbsen auf halb 6),"Revision of Nonaut Sub in Occip Jt, Extern Approach",Elihu Frigout,Reallinks
c5dc9fbd-7b81-41ed-8f00-922c6a4f69e2,Downstairs,Wound Management Treatment of Musculosk Whole,Shurwood Hugland,Quamba
f0a7f2c2-26dd-477d-aada-8c25a03d2670,Crashing,"Bypass Hepatic Vein to Low Vein w Synth Sub, Perc Endo",Cherilyn Wilcocks,Wordtune
1da6a944-746a-4f96-a137-3c44b5803987,Red Cliff (Chi bi),"Revision of Synth Sub in Facial Bone, Extern Approach",Amity Boribal,Vidoo
a2676f5d-9e21-45af-a961-3d3404f83674,School of Rock,"Extirpation of Matter from L Sup Parathyroid, Perc Approach",Marty Vuittet,Kare
efeee450-eff4-44c8-ab1d-3e5fc8076ddb,Goin' South,"Cranial Nerve Integrity Assessment of Neuro Head, Neck",Jordan Kelby,Fatz
3592d3fd-ddb3-4cc0-9899-6c5232d08d45,Love and Honor,"Removal of Artificial Sphincter from Bladder, Endo",Terri Brakespear,Demizz
cf61dd77-50d2-48f5-af07-17df98a1edc3,Rich and Famous (Gong woo ching),"Destruction of Pudendal Nerve, Perc Endo Approach",Ariel Maplesden,Reallinks
cebf2c46-4320-4792-bab1-669a81c5d03e,Winnie the Pooh and the Blustery Day,"Measurement of Biliary Flow, Perc Endo Approach",Eloisa Romanetti,Tavu
3bea2a00-814d-4384-922d-e971c0c2da46,Between the Sheets (Entre Lençóis),"Removal of Infusion Device from L Wrist Jt, Open Approach",Clarey Piens,Skimia
3cfe6b24-530b-4e11-ad91-26c882d73d3f,"Five Obstructions, The (Fem benspænd, De)",Change Cast on Right Lower Extremity,Zacherie Gallanders,Zooxo
fbb43a4d-3bed-4c0b-9856-be2603fe3753,20 Seconds of Joy,"Reattachment of Rectum, Percutaneous Endoscopic Approach",Gorden Bedbrough,Jabbersphere
b8be114e-ac0c-4561-a8a0-c93885898e8f,"Docks of New York, The","Repair Right Finger Phalangeal Joint, Percutaneous Approach",Kingsly Domney,Camimbo
c01d7777-c9f9-4ee4-948b-e79ff7d3d2a0,Insidious: Chapter 2,"Repair Tibial Nerve, Percutaneous Endoscopic Approach",Kylie Clinning,Omba
1eb9816e-e46e-4fa9-8512-c15d4bb2d58d,Mr. Bug Goes to Town (a.k.a. Hoppity Goes to Town),"Revision of Autol Sub in Low Bursa/Lig, Open Approach",Kay Tatum,Quimba
adbbd4a3-035a-4137-8c16-806029a634cd,Night of Dark Shadows,"Bypass R Renal Vein to Low Vein with Autol Vn, Open Approach",Mirabelle Jovicevic,Feedfish
535be8d4-a24b-4b19-931b-d7eb2c41f5f9,"Flying Scotsman, The",Speech/Lang Screen Assessment using Augment Comm Equipment,Corey Ballaam,Skinder
19ab4b3f-d88f-4b0b-82d8-541c180e5ed7,Two for the Money,"Inspection of Cranial Cavity, Perc Endo Approach",Corrianne Sherry,Dynabox
389afe18-b731-4f59-b0c7-a1c37a29b1a9,Lonesome Dove,"Replacement of R Kidney Pelvis with Autol Sub, Via Opening",Gilbertine Knevett,Zoomzone
113e5ecb-c786-4311-a102-68be33721bd0,Havana,"Insertion of Endotracheal Airway into Trachea, Via Opening",Conni Spooner,Mycat
b430ef43-7d90-4c5e-a239-7375d6378428,"Onion Field, The","Restrict Lingula Bronc w Intralum Dev, Perc Endo",Wallie Frackiewicz,Skimia
450cf9d3-9809-49c8-9062-5ff7bce70bbc,Only Old Men Are Going to Battle (V boy idut odni stariki),"Fusion of Left Tarsal Joint, Percutaneous Approach",Jarrod Durston,Avaveo
8797ed4b-73ea-4ac6-b586-58ca828b9038,Sound of Noise,"Supplement L Foot Subcu/Fascia w Autol Sub, Perc",Mufi Yarham,Browsecat
bc3f7aac-300d-4171-ba91-2888bac2638e,Hawks and Sparrows (Uccellacci e Uccellini),High Dose Rate (HDR) Brachytherapy of Abd using Iridium 192,Rianon Pittel,Yakitri
4e3e0edf-c46f-4d43-a184-e2d9fea4bbc4,Heroine,"Supplement Middle Esophagus with Synthetic Substitute, Endo",Valeda Ebbings,Talane
29c7e98b-5b31-495a-9521-4e8d6f4d899f,"Pit, the Pendulum and Hope, The (Kyvadlo, jáma a nadeje)","Removal of Autol Sub from L Tarsal Jt, Perc Approach",Kristel Fairebrother,Tagtune
78925cdc-0908-460e-81db-ecdd403cd2f0,"Young Philadelphians, The","Repair Right Adrenal Gland, Percutaneous Endoscopic Approach",Rourke Allcroft,Demizz
fcae9451-18f0-4cbb-adc9-a33a3751578b,Arizona Raiders,"Removal of Radioactive Element from Right Breast, Endo",Harriett Madrell,Midel
14b0b219-ebf3-44b9-9718-511d62863f1d,Jesse Stone: No Remorse,"Drainage of Occipital-cervical Joint, Percutaneous Approach",Byram Blodgett,Trupe
48bdab63-3bfc-47d1-b889-817bf2c62d8e,Repatriation,"Insert Infusion Dev in R Com Iliac Art, Perc Endo",Morris Sedman,Eabox
ceebea3c-7a66-4ba5-8221-14bd2fcbd945,"Dark Knight, The","Supplement Peritoneum with Synth Sub, Open Approach",Sue Goldthorpe,Eayo
d6e9ec68-8f6d-4833-8686-1019ceeca978,They Drive by Night,"Supplement Left Face Vein with Nonaut Sub, Perc Approach",Titos Luckcuck,Innotype
47750527-b4f2-487e-956e-266cd5729cc1,Abouna,"Occlusion of Jejunum with Intraluminal Device, Perc Approach",Free West,Zoonoodle
e2282e0b-8cba-4529-87e7-bfc17b3e57ef,Medea,"Supplement Bilateral Breast with Autol Sub, Open Approach",Shawn Blackmuir,Skyble
d9480558-6634-499b-bb9f-abf7be55a7de,Miller's Crossing,"Repair Right Ulna, Percutaneous Approach",Hoyt Paynter,Teklist
5855c12f-fcb7-497a-bcf1-002305d334a8,Sweet Charity,"Restriction of Right Temporal Artery, Open Approach",Kizzee Laverack,Browsebug
ff6dd88e-e8e1-4095-9919-3d174adbac10,"Race for Your Life, Charlie Brown","Revision of Autol Sub in R Tarsal, Perc Approach",Norina Raftery,Tanoodle
73572dc9-7eae-446e-a7fe-1eeccde706ed,"Last Trapper, The (Le dernier trappeur)","CT Scan Port/Splanch Vein w H Osm Contrast, Unenh, Enhance",Hailee Maloney,Feedfish
75e313fc-8274-4018-8a4f-4fd1b99f2ba4,Old San Francisco,"Drain of Ant Neck Subcu/Fascia with Drain Dev, Perc Approach",Ruddy Pedrol,Chatterpoint
95139e7f-2213-479d-a2c0-72da5acd87ef,How to Lose a Guy in 10 Days,"Revision of Int Fix in Cerv Jt, Perc Approach",Ryun Burdekin,Gevee
85b89b0c-500b-4b5a-9ba5-cd2473542778,"Silent Night, Deadly Night Part 2","Dilate Gastric Art, Bifurc, w 2 Drug-elut, Open",Aluino Stiling,Brightdog
0bb2bf15-1c90-4fb9-aac3-5395bfbb2bf1,Volga - Volga,"Revision of Drain Dev in Vagina & Cul-de-sac, Perc Approach",Elsy Cammell,Voolia
e24e1d1e-04ba-4351-9b6f-5f78be5f01d1,Blood Creek (a.k.a. Town Creek),Dressing of Right Finger using Bandage,Kelci Hartropp,Browsetype
3cf69c4f-f2e2-43cd-80f0-9fafcec4836c,Dr. Dolittle: Tail to the Chief,Contact Radiation of Cervix,Marijn Biddles,Trudeo
769d7af2-5be7-4262-ae95-7f7e6ec6c126,Sheena,"Excision of Right Tarsal, Perc Endo Approach, Diagn",Turner Veitch,Yakidoo
2ea76533-d272-4280-95c8-6f1b6253c56a,For Keeps,"Excision of Right Patella, Percutaneous Approach, Diagnostic",Erroll Doughtery,Feednation
c9cc5531-f80a-43dc-9bef-6822f80af390,"Accidental Tourist, The","Transfer Left Abdomen Muscle with Subcu, Open Approach",Feliks Duligal,Zava
f6d111c4-7c11-4ac3-9399-93caef98f6f5,Alila,"Extirpation of Matter from R Low Arm Skin, Extern Approach",Whitman Antoney,Realmix
4d7d416b-f14f-4615-93a5-ef14300efff5,Fährmann Maria,"Restriction of Right Hepatic Duct, Open Approach",Melanie Canceller,Skinder
10e9a7b9-eb1b-4fe8-b37e-be6cf764305e,Moon Zero Two,"Dilation of Right External Iliac Vein, Percutaneous Approach",Shawna Girkin,Aivee
a17ed808-ff92-4b21-af7e-6d91f6450cc8,Perfume,Assist Listen Dev Device Fit using Sound Field/Booth,Halley Teaz,Vidoo
f58809b4-5e0b-4a0b-996e-d852317189f7,Mr. Untouchable,"Revision of Drain Dev in R Metatarsotars Jt, Open Approach",Latrina Chucks,Youfeed
24833416-f9c2-47aa-86ae-e0a96f7970aa,Escape from Planet Earth,"Bypass R Pulm Art from Subclav w No Dev, Perc Endo",Culver Josephs,Bubbletube
3b408849-71e9-4398-9e2e-e7032991292b,Poppy Shakespeare,"Reattachment of Abdomen Skin, External Approach",Dulcinea Blazi,Skimia
952effc0-9099-4d13-8625-d81bd9bc4420,"Conscientious Objector, The","MRI Sella Tur/Pituitary w Oth Contrast, Unenh, Enhance",Harriette Kroch,Dynabox
1f4e6426-4ada-4d0e-a12d-109bb3240144,Charlie Chan's Secret,"Drainage of Chest Subcu/Fascia, Perc Approach",Darsie McConnell,Skyndu
4ae59584-867c-462c-8ab9-93bf63d18a3b,American Pie 2,"Fusion of Left Knee Joint with Int Fix, Open Approach",Janetta Lathaye,Thoughtsphere
6ae2c488-5d56-4b5f-bde5-56c5cd925c21,"Crazies, The","Revision of Infusion Device in Cerv Jt, Perc Endo Approach",Mychal Eassom,Jayo
81cb6eff-5f46-48e0-a68d-22862286dba2,McLintock!,"Dilate of R Int Mamm Art with 4+ Intralum Dev, Perc Approach",Keven Georgeson,Kanoodle
e8c79c9f-874d-4dd3-b62a-c63d248a2ce9,Wild Heritage,"Control Bleeding in Pericardial Cavity, Perc Endo Approach",Thorsten Chaney,Riffwire
dcc57b44-23e8-476c-98bb-60e81b019e69,"Great Beauty, The (Grande Bellezza, La)","Destruction of Radial Nerve, Percutaneous Approach",Muffin Sealand,Kanoodle
68835d9c-e837-412a-b062-7fbb0cadbe44,My Favorite Year,"Inspection of Thyroid Gland, Percutaneous Approach",Ruben Joincey,Einti
37e8889b-d260-4ee0-ab2a-9c487ad612f2,Get Carter,"Insertion of Intralum Dev into Intracran Vein, Perc Approach",Lorianna Pegden,Buzzshare
f4a8ab2d-7151-4f67-b4b5-e7e03eb0cf09,Dragon Ball Z: Wrath of the Dragon (Doragon bôru Z 13: Ryûken bakuhatsu!! Gokû ga yaraneba dare ga yaru),"Restrict of Ileocecal Valve with Intralum Dev, Open Approach",Vin Spurnier,Realcube
14823fe5-21fc-44ca-819c-26bb27b20f86,Romance & Cigarettes,"Repair Pineal Body, Percutaneous Approach",Lenore Agney,Devify
1eaa08f5-0e48-44e1-9587-9143700ee32d,Sarah Silverman:  We Are Miracles,"Fusion R Metatarsophal Jt w Nonaut Sub, Perc Endo",Loren Horsburgh,Babbleopia
fa975d78-5ff2-4f13-b251-084a3d561545,Buried Alive,"Dilate Pulm Valve w Drug-elut Intra, Perc Endo",Marnia McCaghan,Yodo
191cba1c-1953-493d-a663-e92cf8a06c3a,Holocaust,Ultrasonography of Prostate and Seminal Vesicles,Kassie Burnip,Fadeo
0abe0817-070a-475d-b753-64f588d54871,Hadewijch,"Drainage of Right Lung with Drainage Device, Open Approach",Karin Tender,Youtags
78c98ae0-7e5d-4129-9ff6-1d27c6cfcd8f,"Fairy, The (La fée) ","Supplement Left Lower Femur with Autol Sub, Perc Approach",Jervis Pallatina,Realfire
3bb9337e-bd73-4dad-8aac-b4e4105d0e3f,"Pearl, The (La perla)","Supplement R Low Arm Subcu/Fascia w Nonaut Sub, Open",Ula Colls,Ailane
5a40b46f-7588-4268-87d5-72aa078b446e,"Cat in Paris, A (Une vie de chat)",HDR Brachytherapy of Trachea using Palladium 103,Malcolm Graalman,Babblestorm
8680b930-28cb-4385-aa72-c77bbf4c298c,Stalingrad,"Dilate R Post Tib Art, Bifurc, w 2 Intralum Dev, Open",Lyndy Spada,Omba
5926c4f6-8cd8-4a8d-9212-f61f0b01c8f1,"Tunnel, The (Tunnel, Der)","Replace of R Renal Art with Synth Sub, Perc Endo Approach",Monti Dalmon,Kwinu
2d5aedad-a070-40c1-a209-78c6c3df18a6,"Son of No One, The","Extirpation of Matter from Head Muscle, Perc Approach",Celestia Fadden,Browsetype
39ff957d-4483-482e-8a63-75f160e2726e,Network,"Excision of Liver, Open Approach, Diagnostic",Woodie Reuss,Avamba
79a518ba-5fef-48db-ac25-07e458fcc7fa,Mass Effect: Paragon Lost,"Excision of Penis, Percutaneous Approach",Forester Ridpath,Flashspan
453e71a3-049c-451c-b9d1-d701b61655a0,Watermelon Man,"Dilation of Upper Vein with Intralum Dev, Perc Approach",Roxie Di Ruggiero,Eidel
45f10b6b-5a04-4783-a72f-dde1445efcd6,Under the Yum Yum Tree,"Inspection of Left Sacroiliac Joint, Open Approach",Keen Battersby,Pixope
7636b301-7148-4c8b-827a-c8cb6a71dbed,Linda Linda Linda,"Supplement L Metacarpocarp Jt with Nonaut Sub, Open Approach",Evita Stronough,Topiclounge
ffb1fc39-1dd5-4fc5-92be-619ef4633e7d,Ali,"Occlusion of L Int Carotid with Extralum Dev, Open Approach",Alfy Beaconsall,Digitube
cf3763d5-1c62-4dc9-82ac-74ab0512336d,Dadetown,"Revision of Extraluminal Device in Vas Deferens, Via Opening",Judas Crosson,Quamba
3dd1f9fc-29de-4716-a90e-d9883056a3a5,"Last Letter, The (La dernière lettre)","Remove Radioact Elem from Pericard Cav, Perc Endo",Kristian Dillinger,Livetube
fe51c3d7-91d4-4899-ac64-31b45b45e0d4,Less of Sugar (Cheeni Kum),"Drainage of Right Upper Extremity, Perc Endo Approach",Noami Secretan,Snaptags
b96e758e-2186-41ae-acb7-4fd6ad67ce11,Vice,"Release Right Common Carotid Artery, Percutaneous Approach",Merola Batchellor,Kimia
227e48a6-414a-4a22-aca0-ae8effe6a62e,Raising Victor Vargas,"Revision of Synthetic Substitute in Urethra, Perc Approach",Dori Durand,Edgepulse
7682eaf3-7715-4da4-941f-0bb119dac5d9,Dreamer: Inspired by a True Story,LDR Brachytherapy of Ureter using Californium 252,Liz Spowart,Eimbee
9551b3a1-370c-4491-ac0d-dea3d2c04655,Tis kakomoiras,"Extirpation of Matter from Ileum, Endo",Dirk Calvie,Tavu
f0235bae-07fe-488d-a001-04b9dea1a83c,Joy Ride 2: Dead Ahead,"Release Left Abdomen Muscle, Percutaneous Approach",Jamesy von Nassau,Yambee
fb70d6c2-0a84-4f3e-acb9-1897f398d73d,Duel in the Sun,"Transfuse of Nonaut Platelets into POC, Circ, Perc Approach",Eolanda Kier,Trudoo
ba65166b-ae79-4c08-bf39-d371ec10ec50,Calling Dr. Death,"Removal of Intraluminal Device from Right Ear, Via Opening",Inga Blannin,Oodoo
4a1c87c7-68b6-4fb9-aff7-c2f083a3b75b,"Summer's Tale, A (Conte d'été)","Occlusion Ampulla Vater w Intralum Dev, Perc Endo",Packston Glyde,Mydeo
d6603c4a-a522-4e50-a519-cb1a6d227e90,Objectified,Beam Radiation of Neck Skin using Photons 1 - 10 MeV,Lowe Addlestone,Bubblebox
baaa3c32-6775-43b6-88bd-e21acc09e9a4,Noriko's Dinner Table (Noriko no shokutaku),"Repair Right Metatarsal-Tarsal Joint, External Approach",Hagan Heeran,Gigazoom
fdf3b077-7763-4b39-9f42-27050380b934,Get Out Your Handkerchiefs (Préparez vos mouchoirs),"Extirpate matter from R Thyroid Art, Bifurc, Perc",Harmonia Slayton,Einti
ad6fda5b-a277-41c3-8557-a9508dc65fdb,Rocket Singh: Salesman of the Year,"Extirpation of Matter from Splenic Vein, Perc Approach",Muffin Gland,Tagpad
d407a671-586f-4fea-a45d-ea3cab486c3e,Close to Leo (Tout contre Léo),"Excision of Right Foot Artery, Open Approach, Diagnostic",Halimeda Swinnard,Meevee
ba526427-9e03-47d6-a66b-265e50968191,Murmur of the Heart (Le souffle au coeur),"Destruction of Bilateral Spermatic Cords, Perc Endo Approach",Ame Karolczyk,Roombo
c949db61-7faf-4f2c-a341-61813cf1318f,Bandwagon,"Release Left Hepatic Duct, Endo",Randal Gobeau,Babbleblab
20207969-68cb-481c-9c9e-672a5cd60b15,Mouth to Mouth (Boca a boca),"Insertion of Infusion Device into Azygos Vein, Perc Approach",Aimil Pessolt,Jayo
6cbe00fe-ac5a-40df-8fd3-bd32dbe9cb6c,Utamaro and His Five Women (Utamaro o meguru gonin no onna),"Destruction of Ventricular Septum, Open Approach",Noemi Robichon,Tavu
bbf7e37b-7f19-4d3c-ab79-94469647de6e,Exit to Hell,"Excision of Face Skin, External Approach",Rozamond Izkovicz,Fanoodle
ba1b005d-17db-4e51-a639-001f5d826e23,Sing Your Song,"Supplement L Zygomatic Bone w Synth Sub, Perc Endo",Casandra Paroni,Leexo
517707c5-2c49-4b9f-a798-b5f925894cdc,Killing Zoe,"Dilate Face Art, Bifurc, w 4+ Intralum Dev, Perc",Carlie Latimer,Abatz
62f807a2-e824-4ef1-b8dd-06a5a575f5fe,"Island of Dr. Moreau, The","Restrict L Ext Jugular Vein w Intralum Dev, Perc",Eustace Ruttgers,Ooba
1d93a091-ef87-456e-916b-3ef3efc8aa59,"Ring Two, The","Revision of Autol Sub in Nose, Perc Approach",Aline Standing,Realpoint
0245eef1-5039-4bdc-93ef-3e557531ca46,Virginia,Tomo Nucl Med Imag of L Breast using Technetium 99m,Trenna Beveridge,Ntag
504f4b8b-e166-4cc9-ab96-9ce2541f58bd,Darling,"Extirpation of Matter from Dura Mater, Open Approach",Aron Spikeings,Chatterpoint
8e5f3a74-eaf5-44d8-a9a1-6600c7006f8b,Formula 51,"Occlusion of Pelvis Lymphatic, Perc Endo Approach",Susi Mughal,Jabberbean
4ec2e9cf-0f83-4b46-9fba-8b8c5585e863,Spider-Man,"Drainage of Transverse Colon, Via Opening",Shalna Leneve,Meevee
7e4bb8a5-5f43-4bd8-8f32-e24458284e72,"Case Against 8, The","Drainage of Bladder Neck with Drainage Device, Perc Approach",Alphonse Osmond,Devshare
9dd37e11-491b-4f2a-b74b-d3b4e0a6274a,Happy Gilmore,"Supplement L Fem Art with Nonaut Sub, Perc Approach",Beth Emanulsson,Meeveo
dc4a6017-655c-48b4-b06b-9ebed1d57e68,Life During Wartime,Contact Radiation of Salivary Glands,Perkin Barsham,Yotz
9b6a917e-55ed-4212-88fe-f75654f74d0c,In Their Sleep (Dans ton sommeil),"Drainage of Sigmoid Colon, Open Approach, Diagnostic",Maximo Di Francecshi,Feedmix
1054408d-8d82-44d2-a66b-7e95898ee273,My Fair Lady,"Revision of Int Fix in L Ulna, Perc Endo Approach",Alix Pettendrich,Feedfire
1492cdfb-203d-4549-b0f2-3b45dc183fba,Kal Ho Naa Ho,"Excision of Right Mastoid Sinus, Percutaneous Approach",Janey Rainger,Npath
a22b1d9d-e9fb-4036-a2e3-7c9a62628d48,Casino Royale,"Measurement of Venous Pulse, Portal, Open Approach",Gustavus Napoleone,Jamia
bf72396e-2bfe-4ff4-b1c7-ee7051124866,Walking Tall,"Dilation of Right Middle Lobe Bronchus, Perc Approach",Wilden Haggath,Twitterwire
66554dad-d8f0-4c0c-9fa4-0d97c6aeeb84,Lemonade Joe (Limonádový Joe aneb Konská opera),"Drainage of Uterus with Drainage Device, Endo",Felix Drewet,Yakidoo
564ca3ad-399e-4327-8bbd-3cd91a649ae3,Tickets,"Supplement R Sperm Cord with Synth Sub, Perc Endo Approach",Andres Kineton,Topiclounge
